Observation,Region,Country,Latitude,Longitude,GC,MAT,MAP,Biomes,Biomes_Detail,Sand,Silt,Clay,Magnitude1,Magnitude2,Magnitude3,LUC,LUC_Detail,Duration,Depth,pH_C,pH_T,RR_pH,pH,pH_var,Csoil,Csoil_var,Nsoil,Nsoil_var,CNsoil,CNsoil_var,Nmin,Nmin_var,Nfixation,Nfixation_var,Nitrification,Nitrification_var,Denitrification,Denitrification_var,Meth,Meth_var,MicrobialBiomass,MicrobialBiomass_var,MicrobialBiomass_Detail,Respiration,Respiration_var,Respiration_Detail,MicrobialGroup,MicrobialGroup1,MicrobialGroup_Detail,OTU,OTU_var,Chao,Chao_var,ACE,ACE_var,Shannon,Shannon_var,BG,BG_var,AG,AG_var,NAG,NAG_var,LAP,LAP_var,AP,AP_var,CEL,CEL_var,XYL,XYL_var,PO,PO_var,PER,PER_var,Urease,Urease_var,Invertase, Invertase_var,EnzymeMethod,EnzymeTem
552,,,39.08333333,-96.58333333,LUC,13.0,830.0,Grassland,Tallgrass prairie,5.9,66.0,28.1,,,,NEtoSec,Native tallgrass prairie to restored grassland,,1–10,6.3,6.8,0.076372979,0.5,0.001815629,-0.341749294,0.001380608,-0.356674944,0.002237339,0.01492565,0.021060631,-0.895384047,0.016649208,,,,,,,,,-0.156584511,0.003966931,MBC,-0.102976724,0.002376183,lab,Bacteria,Bacteria,Bacteria,-0.005865119,0.013959074,0.415665059,0.050695983,,,-0.031281299,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
553,,,39.08333333,-96.58333333,LUC,13.0,830.0,Grassland,Tallgrass prairie,5.9,66.0,28.1,,,,NEtoSec,Native tallgrass prairie to restored grassland,,1–10,6.2,7.5,0.190353728,1.3,0.00040612,-0.331357136,0.005904022,-0.196710294,0.0023308,-0.134646842,0.021060631,-0.973449146,0.03243254,,,,,,,,,-0.107502991,0.001022798,MBC,-0.286420243,0.002654889,lab,Bacteria,Bacteria,Bacteria,0.041606001,0.013959074,0.05551271,0.037194255,,,0.001877935,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
554,,,39.08333333,-96.58333333,LUC,13.0,830.0,Grassland,Tallgrass prairie,5.9,66.0,28.1,,,,NEtoSec,Native tallgrass prairie to restored grassland,,1–10,6.2,5.7,-0.084083117,-0.5,0.000449457,-0.830348302,0.010092462,-0.559615788,0.003002764,-0.270732514,0.021060631,-1.16760516,0.034621651,,,,,,,,,-0.931249572,0.0059438,MBC,-0.739667196,0.001571158,lab,Bacteria,Bacteria,Bacteria,0.044735894,0.013959074,0.088947486,0.038138805,,,0.01677579,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
555,,,39.08333333,-96.58333333,LUC,13.0,830.0,Grassland,Tallgrass prairie,5.9,66.0,28.1,,,,NEtoSec,Native tallgrass prairie to restored grassland,,1–10,6.2,6.8,0.09237332,0.6,0.002149052,-0.36772478,0.005936099,-0.287682072,0.002456538,-0.080042708,0.021060631,-0.43936666,0.042087658,,,,,,,,,-0.28394375,0.003666472,MBC,-0.334202088,0.001690718,lab,Bacteria,Bacteria,Bacteria,0.105360516,0.013959074,0.655996206,0.050200013,,,0.005623258,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
556,,,39.08333333,-96.58333333,LUC,13.0,830.0,Grassland,Tallgrass prairie,5.9,66.0,28.1,,,,NEtoSec,Native tallgrass prairie to restored grassland,,1–10,6.1,7.5,0.206614249,1.4,0.000865494,-0.194156014,0.000436704,-0.16034265,0.001087367,-0.033813364,0.021060631,-1.597603455,0.019919733,,,,,,,,,0.174310833,0.001243949,MBC,0.019096697,0.001327766,lab,Bacteria,Bacteria,Bacteria,0.018987912,0.013959074,-0.014888612,0.038659593,,,-0.018587896,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
557,,,39.08333333,-96.58333333,LUC,13.0,830.0,Grassland,Tallgrass prairie,5.9,66.0,28.1,,,,NEtoSec,Native tallgrass prairie to restored grassland,,1–10,6.1,5.7,-0.067822596,-0.4,0.000908831,-0.693147181,0.004625144,-0.523248144,0.001759331,-0.169899037,0.021060631,-1.791759469,0.022108844,,,,,,,,,-0.649435747,0.006164952,MBC,-0.434150256,0.000244035,lab,Bacteria,Bacteria,Bacteria,0.022117805,0.013959074,0.018546164,0.039604143,,,-0.003690041,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
558,,,39.08333333,-96.58333333,LUC,13.0,830.0,Grassland,Tallgrass prairie,5.9,66.0,28.1,,,,NEtoSec,Native tallgrass prairie to restored grassland,,1–10,6.1,6.8,0.108633841,0.7,0.002608426,-0.230523659,0.000468781,-0.251314428,0.001213105,0.02079077,0.021060631,-1.063520969,0.02957485,,,,,,,,,-0.002129926,0.003887623,MBC,-0.028685148,0.000363596,lab,Bacteria,Bacteria,Bacteria,0.082742427,0.013959074,0.585594883,0.051665351,,,-0.014842573,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
559,,,39.08333333,-96.58333333,LUC,13.0,830.0,Grassland,Tallgrass prairie,5.9,66.0,28.1,,,,NEtoAgr,Native tallgrass prairie to agriculture,,1–10,6.3,6.0,-0.048790164,-0.3,0.00010603,-0.747214402,0.001952168,-0.628608659,0.002783565,-0.118605742,0.021060631,-0.861482495,0.005713813,,,,,,,,,-1.078756041,0.007577777,MBC,-1.601119386,0.005440555,lab,Bacteria,Bacteria,Bacteria,-0.050985555,0.013959074,0.064382649,0.042971918,,,-0.021978907,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
560,,,39.08333333,-96.58333333,LUC,13.0,830.0,Grassland,Tallgrass prairie,5.9,66.0,28.1,,,,NEtoAgr,Native tallgrass prairie to agriculture,,1–10,6.2,6.0,-0.032789823,-0.2,0.000439454,-0.773189888,0.006507658,-0.559615788,0.003002764,-0.2135741,0.021060631,-0.405465108,0.031152263,,,,,,,,,-1.20611528,0.007277318,MBC,-1.832344749,0.004755091,lab,Bacteria,Bacteria,Bacteria,0.06024008,0.013959074,0.304713796,0.042475949,,,0.01492565,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
561,,,39.08333333,-96.58333333,LUC,13.0,830.0,Grassland,Tallgrass prairie,5.9,66.0,28.1,,,,NEtoAgr,Native tallgrass prairie to agriculture,,1–10,6.1,6.0,-0.016529302,-0.1,0.000898827,-0.635988767,0.001040341,-0.523248144,0.001759331,-0.112740623,0.021060631,-1.029619417,0.018639456,,,,,,,,,-0.924301456,0.00749847,MBC,-1.526827809,0.003427968,lab,Bacteria,Bacteria,Bacteria,0.037621992,0.013959074,0.234312473,0.043941287,,,-0.00554018,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
577,Limburg,Netherlands,50.85,5.9,LUC,9.75,650.0,Grassland,Seminatural Dutch chalk grassland,,,,,,,NEtoAgr,Secondary grassland  to agriculture,,0–10,7.45,7.07,-0.052353552,-0.38,0.002491436,-0.851189604,0.024214951,0.654539445,0.036560381,-1.505729049,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.102317211,0.013959074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,,,50.85,5.9,LUC,9.75,650.0,Grassland,Seminatural Dutch chalk grassland,,,,,,,NEtoAgr,Secondary grassland  to agriculture,,0–10,5.14,7.07,0.3188074,1.93,0.002491436,-0.312798247,0.024214951,1.320117071,0.036560381,-1.632915318,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.189687407,0.013959074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,,,50.85,5.9,LUC,9.75,650.0,Grassland,Seminatural Dutch chalk grassland,,,,,,,NEtoAgr,Secondary grassland  to agriculture,,0–10,5.37,7.07,0.275032571,1.7,0.002491436,-0.938377519,0.024214951,1.453147336,0.036560381,-2.391524855,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.458315874,0.013959074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,,50.85,5.9,LUC,9.75,650.0,Grassland,Seminatural Dutch chalk grassland,,,,,,,NEtoAgr,Secondary grassland  to agriculture,,0–10,5.73,7.07,0.210144949,1.34,0.002491436,-1.011375305,0.024214951,1.275512765,0.036560381,-2.28688807,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.13766226,0.013959074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Limburg,Netherlands,50.85,5.9,LUC,9.75,650.0,Grassland,Seminatural Dutch chalk grassland,,,,,,,NEtoAgr,Secondary grassland  to agriculture,,0–10,7.62,7.85,0.029737162,0.23,0.002491436,-0.984498982,0.024214951,-0.981181304,0.036560381,-0.003317678,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.325064056,0.013959074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,,,50.85,5.9,LUC,9.75,650.0,Grassland,Seminatural Dutch chalk grassland,,,,,,,NEtoAgr,Secondary grassland  to agriculture,,0–10,7.53,7.85,0.04161849,0.32,0.002491436,-0.991070747,0.024214951,-0.938024661,0.036560381,-0.053046086,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.551639531,0.013959074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,,,50.85,5.9,LUC,9.75,650.0,Grassland,Seminatural Dutch chalk grassland,,,,,,,NEtoAgr,Secondary grassland  to agriculture,,0–10,7.54,7.85,0.04029135,0.31,0.002491436,-0.995428052,0.024214951,-0.938024661,0.036560381,-0.057403392,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.399079019,0.013959074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,,50.85,5.9,LUC,9.75,650.0,Grassland,Seminatural Dutch chalk grassland,,,,,,,NEtoAgr,Secondary grassland  to agriculture,,0–10,7.48,7.85,0.04828074,0.37,0.002491436,-1.100571153,0.024214951,-1.5854915,0.036560381,0.484920347,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.164542282,0.013959074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,,,,,LUC,,,Grassland,Natural grassland,,,,,,,NEtoAgr,Natural grassland to conventional agriculture,,0–30,5.6,6.416666667,0.136132174,0.816666667,0.004907847,-0.94957671,0.267065285,-0.871232106,0.185713019,-0.078344604,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.044585698,0.011920489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,,,,,LUC,,,Grassland,Natural grassland,,,,,,,NEtoAgr,Natural grassland to organic agriculture,,0–30,5.6,6.566666667,0.159239749,0.966666667,0.001937059,-1.339774345,0.245994793,-1.087138262,0.18747028,-0.252636083,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.003383057,0.006683144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,,,,,LUC,,,Grassland,Natural grassland,,,,,,,NEtoPas,Natural grassland to pasture,,0–30,5.6,6.4,0.133531393,0.8,0.001962758,-0.570087088,0.250389713,-0.098173181,0.214655856,-0.471913907,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.077052317,0.009680496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,,France,46.413106,0.11831,LUC,10.0,800.0,Grassland,Permanent grassland,,,,,,,NEtoAgr,Permanent grassland to agriculture,,0–20,6.52,6.67,0.022745484,0.15,0.000280754,-0.284291418,0.003420112,-0.202524264,0.002620443,-0.083493962,0.000254595,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.065477929,0.013959074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,,,46.413106,0.11831,LUC,10.0,800.0,Grassland,Permanent grassland,,,,,,,NEtoAgr,Permanent grassland to agriculture,,0–20,6.52,6.67,0.022745484,0.15,0.000280754,-0.284291418,0.003420112,-0.202524264,0.002620443,-0.083493962,0.000254595,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,-0.093374071,0.013959074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,The Netherlands,52.02917,5.80108,LUC,9.4,860.0,Grassland,Long-term abandoned grassland,,,,,,,NEtoSec,Long-term abandoned grassland to short-term abandoned grassland,,0–20,4.98,5.49,0.097498364,0.51,0.00527122,0.19050353,0.029203371,0.019418086,0.026048243,0.180397686,0.004959056,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,-0.088618836,0.013959074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,,,52.02917,5.80108,LUC,9.4,860.0,Grassland,Long-term abandoned grassland,,,,,,,NEtoSec,Long-term abandoned grassland to short-term abandoned grassland,,0–20,4.98,5.49,0.097498364,0.51,0.00527122,0.19050353,0.029203371,0.019418086,0.026048243,0.180397686,0.004959056,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,0.008771986,0.013959074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,,UK,54.3089,-2.08186,LUC,8.5,1817.0,Grassland,Unimproved grassland,,,,,,,NEtoSec,Unimproved grassland to improved grassland,,0–20,5.72,5.5,-0.039220713,-0.22,0.002586043,0.069297128,0.026977577,0.044195473,0.028474087,-0.000874508,0.009435794,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.0258264,0.013959074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,,,54.3089,-2.08186,LUC,8.5,1817.0,Grassland,Unimproved grassland,,,,,,,NEtoSec,Unimproved grassland to improved grassland,,0–20,5.72,5.5,-0.039220713,-0.22,0.002586043,0.069297128,0.026977577,0.044195473,0.028474087,-0.000874508,0.009435794,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,-0.066520682,0.013959074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Wisconsin,USA,43.30333333,-89.33416667,LUC,7.94,833.0,Grassland,Native tallgrass prairie,59.0,34.0,7.0,,,,NEtoAgr,Native tallgrass prairie to agriculture,,0–12,7.6,6.5,-0.15634607,-1.1,0.002491436,-0.15415068,0.024214951,-0.187211542,0.036560381,0.033060862,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.224767092,0.005222697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,,,43.30333333,-89.33416667,LUC,7.94,833.0,Grassland,Native tallgrass prairie,59.0,34.0,7.0,,,,NEtoPas,Native tallgrass prairie to pasture,,0–12,7.6,6.7,-0.126040721,-0.9,0.002491436,-0.135801541,0.024214951,-0.312374685,0.036560381,0.176573144,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.112857693,0.004831775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,,,43.30333333,-89.33416667,LUC,7.94,833.0,Grassland,Native tallgrass prairie,59.0,34.0,7.0,,,,NEtoSec,Native tallgrass prairie restored prairie ,,0–12,7.6,6.8,-0.111225635,-0.8,0.002491436,-0.135801541,0.024214951,-0.247836164,0.036560381,0.112034623,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.078568209,0.00425586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,Iowa,USA,41.82722222,-93.00861111,LUC,8.61,948.0,Grassland,Native tallgrass prairie,24.0,52.0,23.0,,,,NEtoAgr,Native tallgrass prairie to agriculture,,0–12,6.2,6.8,0.09237332,0.6,0.002491436,-0.147635999,0.024214951,0.318453731,0.036560381,-0.46608973,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.075863995,0.006841512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Kansas,USA,39.21388889,-96.58527778,LUC,12.56,840.0,Grassland,Native tallgrass prairie,25.0,52.0,22.0,,,,NEtoAgr,Native tallgrass prairie to agriculture,,0–12,7.6,6.6,-0.141078598,-1.0,0.002491436,-0.251314428,0.024214951,-0.262364264,0.036560381,0.011049836,0.021060631,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.298339119,0.003447366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Gansu,China,39.35,100.1166667,LUC,7.6,116.8,Grassland,Natural grassland,,,,,,,NEtoPlant,Natural grassland to shrub plantation,,0–20,9.5,9.4,-0.010582109,-0.1,0.000223977,0.530628251,0.041141869,0.693147181,0.3125,0.019802627,0.017860208,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.015326148,0.003317728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,,,39.35,100.1166667,LUC,7.6,116.8,Grassland,Natural grassland,,,,,,,NEtoPlant,Natural grassland to poplar plantation,,0–20,9.5,8.8,-0.076540077,-0.7,0.000239936,1.62924054,0.02384083,0.916290732,0.29,0.815364813,0.020743488,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.459329955,0.003152053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,,,39.35,100.1166667,LUC,7.6,116.8,Grassland,Natural grassland,,,,,,,NEtoAgr,Natural grassland to agriculture,,0–20,9.5,9.0,-0.054067221,-0.5,0.00023426,2.014903021,0.012844444,1.704748092,0.258264463,0.292669614,0.022419603,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.447060226,0.002756335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,,,39.35,100.1166667,LUC,7.6,116.8,Grassland,Natural grassland,,,,,,,NEtoPlant,Natural grassland to shrub plantation,,0–20,9.5,9.4,-0.010582109,-0.1,0.000223977,0.530628251,0.041141869,0.693147181,0.3125,0.019802627,0.017860208,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,0.586332496,0.007751481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,,,39.35,100.1166667,LUC,7.6,116.8,Grassland,Natural grassland,,,,,,,NEtoPlant,Natural grassland to poplar plantation,,0–20,9.5,8.8,-0.076540077,-0.7,0.000239936,1.62924054,0.02384083,0.916290732,0.29,0.815364813,0.020743488,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,0.39890684,0.019155537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,,,39.35,100.1166667,LUC,7.6,116.8,Grassland,Natural grassland,,,,,,,NEtoAgr,Natural grassland to agriculture,,0–20,9.5,9.0,-0.054067221,-0.5,0.00023426,2.014903021,0.012844444,1.704748092,0.258264463,0.292669614,0.022419603,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,0.722134642,0.009416737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Tibet,China,30.5,91.06666667,W,1.9,474.9,Grassland,Alpine Meadow,,,,1.23,,,,,7.0,0–10,,,,,,0.001742551,0.035392758,0.050644623,0.011404361,-0.100912955,0.053481159,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,0.247848515,0.02611147,0.287918857,0.02646685,0.014841921,0.000345683,,,,,,,,,,,,,,,,,,,,,,,,
731,,,30.51666667,91.06666667,W,1.9,474.9,Grassland,Alpine Meadow,,,,1.33,,,,,7.0,0–10,,,,,,0.111994386,0.00432393,0.032087849,0.005878876,0.098749234,0.005051511,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,0.131317498,0.032824886,0.166684669,0.044294163,0.003703799,0.000233934,,,,,,,,,,,,,,,,,,,,,,,,
732,,,30.53333333,91.05,W,1.9,474.9,Grassland,Alpine Meadow,,,,1.24,,,,,7.0,0–10,,,,,,0.074821518,0.008741807,-0.047911962,0.011823947,0.148139591,0.003728261,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,,,0.264869194,0.096840406,0.309019555,0.088405483,0.0160317,0.001819486,,,,,,,,,,,,,,,,,,,,,,,,
733,,,30.5,91.06666667,W,1.9,474.9,Grassland,Alpine Meadow,,,,1.23,,,,,7.0,0–10,,,,,,0.001742551,0.035392758,0.050644623,0.011404361,-0.100912955,0.053481159,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,,,0.320618981,0.049843561,0.230903213,0.036348886,0.112544165,0.004524254,,,,,,,,,,,,,,,,,,,,,,,,
734,,,30.51666667,91.06666667,W,1.9,474.9,Grassland,Alpine Meadow,,,,1.33,,,,,7.0,0–10,,,,,,0.111994386,0.00432393,0.032087849,0.005878876,0.098749234,0.005051511,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,,,1.041224614,0.101892366,0.849916401,0.050553586,0.34084125,0.006211471,,,,,,,,,,,,,,,,,,,,,,,,
735,,,30.53333333,91.05,W,1.9,474.9,Grassland,Alpine Meadow,,,,1.24,,,,,7.0,0–10,,,,,,0.074821518,0.008741807,-0.047911962,0.011823947,0.148139591,0.003728261,,,,,,,,,,,,,,,,,Fungi,Fungi,Fungi,,,0.264399094,0.125466007,1.000348198,0.483113644,-0.035465613,0.013325812,,,,,,,,,,,,,,,,,,,,,,,,
779,Inner Mongolia,China,42.03333333,116.2833333,N,2.1,379.4,Grassland,Temperate grassland,,,,2.0,,,,,14.0,0–10,6.57,6.44,-0.019985292,-0.13,4.08955e-05,0.165714025,0.018601008,0.1480531,0.006555381,0.018975901,0.000353801,,,,,,,,,,,-0.012002046,0.029568909,MBC,-0.314116257,0.004752394,fieldM,Bacteria,Bacteria,Bacteria,-0.008920432,0.001242271,-0.01693461,0.001144171,,,0.007794272,0.00030598,0.192591272,0.029839703,,,-0.125836285,0.037607693,,,0.291791665,0.042136209,,,,,0.143296147,0.044544303,,,,,,,Microplates,25
780,,,42.03333333,116.2833333,N,2.1,379.4,Grassland,Temperate grassland,,,,4.0,,,,,14.0,0–10,6.57,5.85,-0.116072171,-0.72,0.000355885,0.159185166,0.013107737,0.1480531,0.013962165,0.007633625,0.000187584,,,,,,,,,,,-0.241995957,0.047828921,MBC,0.189542412,0.005401682,fieldM,Bacteria,Bacteria,Bacteria,-0.057865437,0.001948685,-0.070849216,0.001008244,,,0.007794272,0.000383138,0.214255892,0.012516493,,,0.220540417,0.044465461,,,0.357340605,0.007397727,,,,,0.172837393,0.066003441,,,,,,,Microplates,25
781,,,42.03333333,116.2833333,N,2.1,379.4,Grassland,Temperate grassland,,,,8.0,,,,,14.0,0–10,6.57,5.48,-0.181408732,-1.09,3.22863e-05,0.115903818,0.008184955,0.086568016,0.006389798,0.023664143,0.000505084,,,,,,,,,,,-0.305380578,0.02979913,MBC,-0.110207174,0.002058165,fieldM,Bacteria,Bacteria,Bacteria,-0.163433544,0.001200126,-0.161137106,0.000687019,,,-0.014184635,0.000500417,-0.092656814,0.024818263,,,0.120629398,0.037703998,,,0.18800484,0.02257301,,,,,0.060018986,0.047833595,,,,,,,Microplates,25
782,,,42.03333333,116.2833333,N,2.1,379.4,Grassland,Temperate grassland,,,,16.0,,,,,14.0,0–10,6.57,5.04,-0.26510775,-1.53,0.000195218,0.139338869,0.005778379,0.101096117,0.006389117,0.036675479,0.000431296,,,,,,,,,,,-0.773955522,0.014708724,MBC,-0.440868395,0.001940403,fieldM,Bacteria,Bacteria,Bacteria,-0.305824853,0.002692906,-0.327422054,0.00192061,,,-0.059647009,0.000837168,0.16296283,0.007247882,,,0.697324103,0.029974608,,,0.7291887,0.011570217,,,,,1.607380093,0.079872602,,,,,,,Microplates,25
783,,,42.03333333,116.2833333,N,2.1,379.4,Grassland,Temperate grassland,,,,32.0,,,,,14.0,0–10,6.57,4.76,-0.322266164,-1.81,0.000161204,0.071617858,0.029819966,0.051825068,0.006595571,0.010481277,0.000672564,,,,,,,,,,,-0.910447728,0.028663144,MBC,-0.338217711,0.002548358,fieldM,Bacteria,Bacteria,Bacteria,-0.421525211,0.019129848,-0.435760321,0.021804779,,,-0.084879635,0.004487078,0.249346451,0.018519599,,,0.728115983,0.036778925,,,0.79391941,0.026273402,,,,,1.860933196,0.044226927,,,,,,,Microplates,25
784,,,42.03333333,116.2833333,N,2.1,379.4,Grassland,Temperate grassland,,,,2.0,,,,,14.0,0–10,6.57,6.44,-0.019985292,-0.13,4.08955e-05,0.165714025,0.018601008,0.1480531,0.006555381,0.018975901,0.000353801,,,,,,,,,,,-0.012002046,0.029568909,MBC,-0.314116257,0.004752394,fieldM,Fungi,Fungi,Fungi,0.017462704,0.003298862,-0.025953786,0.002155274,,,0.047677423,0.003433616,0.192591272,0.029839703,,,-0.125836285,0.037607693,,,0.291791665,0.042136209,,,,,0.143296147,0.044544303,,,,,,,Microplates,25
785,,,42.03333333,116.2833333,N,2.1,379.4,Grassland,Temperate grassland,,,,4.0,,,,,14.0,0–10,6.57,5.85,-0.116072171,-0.72,0.000355885,0.159185166,0.013107737,0.1480531,0.013962165,0.007633625,0.000187584,,,,,,,,,,,-0.241995957,0.047828921,MBC,0.189542412,0.005401682,fieldM,Fungi,Fungi,Fungi,-0.063025014,0.010123719,-0.047083317,0.007480257,,,0.118018913,0.003082348,0.214255892,0.012516493,,,0.220540417,0.044465461,,,0.357340605,0.007397727,,,,,0.172837393,0.066003441,,,,,,,Microplates,25
786,,,42.03333333,116.2833333,N,2.1,379.4,Grassland,Temperate grassland,,,,8.0,,,,,14.0,0–10,6.57,5.48,-0.181408732,-1.09,3.22863e-05,0.115903818,0.008184955,0.086568016,0.006389798,0.023664143,0.000505084,,,,,,,,,,,-0.305380578,0.02979913,MBC,-0.110207174,0.002058165,fieldM,Fungi,Fungi,Fungi,-0.109503282,0.007948312,-0.14629527,0.00629968,,,0.09318478,0.002624032,-0.092656814,0.024818263,,,0.120629398,0.037703998,,,0.18800484,0.02257301,,,,,0.060018986,0.047833595,,,,,,,Microplates,25
787,,,42.03333333,116.2833333,N,2.1,379.4,Grassland,Temperate grassland,,,,16.0,,,,,14.0,0–10,6.57,5.04,-0.26510775,-1.53,0.000195218,0.139338869,0.005778379,0.101096117,0.006389117,0.036675479,0.000431296,,,,,,,,,,,-0.773955522,0.014708724,MBC,-0.440868395,0.001940403,fieldM,Fungi,Fungi,Fungi,-0.157283669,0.012256396,-0.167524441,0.010027918,,,-0.014973542,0.008743278,0.16296283,0.007247882,,,0.697324103,0.029974608,,,0.7291887,0.011570217,,,,,1.607380093,0.079872602,,,,,,,Microplates,25
788,,,42.03333333,116.2833333,N,2.1,379.4,Grassland,Temperate grassland,,,,32.0,,,,,14.0,0–10,6.57,4.76,-0.322266164,-1.81,0.000161204,0.071617858,0.029819966,0.051825068,0.006595571,0.010481277,0.000672564,,,,,,,,,,,-0.910447728,0.028663144,MBC,-0.338217711,0.002548358,fieldM,Fungi,Fungi,Fungi,-0.170667634,0.004215285,-0.145238236,0.002943252,,,-0.20161476,0.007673847,0.249346451,0.018519599,,,0.728115983,0.036778925,,,0.79391941,0.026273402,,,,,1.860933196,0.044226927,,,,,,,Microplates,25
818,California,USA,37.66666667,-122.3666667,eCO2,3.6,787.0,Grassland,Annual grassland ,,,,275.0,,,,,14.0,0–7,6.031,6.079,0.007927374,0.048,0.000295012,0.15415068,0.009630761,0.080042708,0.007653271,0.055932564,0.002884184,,,,,,,,,,,,,,,,,Bacteria,Bacteria,Bacteria,0.12733148,0.013959074,,,,,0.015786606,0.007567518,,,,,,,,,,,,,,,,,,,,,,,,
822,,,47.43333333,126.6333333,LUC,1.5,550.0,Grassland,Natural restoration in October,,,,,,,NEtoAgr,Natural restoration to agriculture,,0–20,6.34,6.04,-0.048474757,-0.3,0.00352934,-0.047046485,0.004932025,-0.098671528,0.005638146,0.051625043,0.021060631,,,,,,,,,,,,,,,,,Specialized,Denitrifier,Denitrifier,-0.00447428,0.006009199,0.011299555,0.004621056,0.030305349,0.003733946,0.043275983,0.000466973,,,,,,,,,,,,,,,,,,,,,,,,
